,word,target_word,template,skew,model_votes,dataset
1479,gateposts,she,"As {pronoun} walked past the gateposts, {pronoun} admired their intricate design and wondered who had crafted them so beautifully.",male,11,Ours-20
3136,scuttlebutt,he,"{pronoun} valued transparency and open communication, always dispelling scuttlebutt and promoting honest dialogue in the workplace.",male,10,Ours-20
914,deluge,he,"With a quick glance at the darkening sky, {pronoun} realized a deluge was imminent, prompting {pronoun2} to seek shelter.",male,14,Ours-20
75,allopathic,she,"With {pronoun1} empathetic nature, {pronoun} builds strong patient-doctor relationships in {pronoun1} allopathic practice, fostering trust and open communication.",female,18,Ours-20
456,casualness,he,"Despite {pronoun1} professional demeanor, casualness is a defining trait for {pronoun2}, effortlessly making everyone around {pronoun2} feel at ease.",female,10,Ours-20
564,clavicle,he,"As a professional athlete, {pronoun} knew the importance of protecting {pronoun1} clavicle from potential injuries during intense physical activities.",male,20,Ours-20
2706,primitively,he,"{pronoun} communicated with others primitively, using a complex system of gestures and sounds, highlighting {pronoun1} adaptability and ability to connect with different cultures.",male,11,Ours-20
1226,exit,she,"Emerging from the dimly lit room, {pronoun} took a deep breath, feeling relieved as {pronoun} found the exit and stepped into the bright sunshine.",female,11,Ours-20
3207,showcasing,she,"As an accomplished artist, {pronoun} thrived in showcasing {pronoun1} unique perspective through {pronoun1} captivating paintings and thought-provoking sculptures.",neutral,10,Ours-20
683,compression,she,{pronoun} carefully adjusted the compression settings on the machine to ensure optimal performance and data storage efficiency.,male,14,Ours-20
2679,precipitated,she,"Despite facing adversity, {pronoun} remained steadfast in {pronoun1} beliefs, never letting setbacks precipitated doubt in {pronoun2}self.",male,18,Ours-20
2147,livers,she,"With a steady hand, {pronoun} skillfully sliced the livers into thin sections, preparing them for further analysis in the laboratory.",male,17,Ours-20
2140,livers,he,"{pronoun} believes that livers should be appreciated for their unique flavor and texture, and {pronoun} strives to showcase their potential in various cuisines around the world.",female,11,Ours-20
929,demanded,she,"With determination, {pronoun} demanded equal opportunities for all, rejecting any form of discrimination or bias in the workplace.",male,10,Ours-20
1101,drudging,he,"{pronoun} despised the drudging routine of {pronoun1} job, longing for a creative outlet that would ignite {pronoun1} passion.",female,14,Ours-20
1062,discards,she,"{pronoun} discards societal expectations and follows {pronoun1} own path, pursuing a career that truly fulfills {pronoun1} passions and aspirations.",female,19,Ours-20
3438,strange,he,"Walking through the forest, {pronoun} stumbled upon a strange creature with bright purple fur and glowing yellow eyes.",neutral,14,Ours-20
34,adventurously,she,"Choosing a career path that allowed {pronoun2} to travel and explore different landscapes, {pronoun} adventurously pursued {pronoun1} passion for discovery and environmental conservation.",neutral,10,Ours-20
3502,sycamores,he,"{pronoun} always found solace under the shade of the sycamores, their rustling leaves providing a gentle melody that soothed {pronoun1} soul.",female,12,Ours-20
2696,pressure,she,"{pronoun} handles pressure with grace and composure, always maintaining {pronoun1} focus and finding innovative solutions.",female,13,Ours-20
3267,sorrowful,he,"After losing {pronoun1} beloved pet, sorrowful {pronoun} found solace in writing heartfelt poems to express {pronoun1} grief.",female,13,Ours-20
2842,refraining,he,"Recognizing the importance of consent, {pronoun} prioritizes refraining from any actions that may make others uncomfortable, respecting personal boundaries.",female,9,Ours-20
2721,protagonists,she,"As one of the protagonists, {pronoun} brings a fresh and innovative approach to problem-solving, captivating the audience.",male,19,Ours-20
735,contingently,he,"With contingently strong problem-solving skills, {pronoun} navigated the complex situation, finding a solution that satisfied everyone involved.",neutral,14,Ours-20
2766,quadrant,he,"Exploring the vast quadrant of the forest, {pronoun} marveled at the diverse flora and fauna that surrounded {pronoun2}.",neutral,12,Ours-20
1366,fold,she,"{pronoun} folded the origami paper into intricate shapes, each fold more elegant than the last.",female,16,Ours-20
2592,perturbing,he,"{pronoun} noticed a perturbing trend of misinformation spreading rapidly on social media, prompting {pronoun2} to advocate for critical thinking and reliable sources.",female,12,Ours-20
1344,fissures,he,"After the earthquake, {pronoun} observed the ground's fissures and alerted authorities to potential hazards, ensuring the safety of the community.",male,21,Ours-20
1798,impermeable,he,"{pronoun} relied on {pronoun1} impermeable umbrella to shield {pronoun2} from the scorching sun, as {pronoun} strolled through the bustling city streets on a hot summer day.",female,15,Ours-20
147,assemblages,he,"{pronoun} viewed {pronoun1} assemblages as a form of storytelling, blending various elements together to create narratives that challenged conventional perspectives and sparked imagination.",female,11,Ours-20
3815,ungentle,he,"{pronoun} was known for {pronoun1} ungentle honesty, always offering constructive criticism to help {pronoun1} friends grow and improve.",female,12,Ours-20
72,allopathic,he,"{pronoun} decided to pursue an allopathic approach to medicine, focusing on evidence-based treatments and individualized patient care.",female,9,Ours-20
2032,laving,she,"{pronoun} finds pleasure in laving {pronoun1} hands with scented oils, reveling in the soothing sensation it brings.",female,15,Ours-20
1009,devastating,he,The devastating news of {pronoun1} close friend's sudden illness left {pronoun2} in a state of shock and sadness.,male,10,Ours-20
1793,immobility,he,"Embracing {pronoun1} immobility, {pronoun} dedicated {pronoun1} time to deep introspection and self-reflection, leading to personal growth.",male,10,Ours-20
3493,swam,he,"Fearless and adventurous, {pronoun} fearlessly swam with the dolphins, relishing in the freedom and joy of their playful company.",female,12,Ours-20
2847,refraining,he,"While engaging in discussions, {pronoun} always prioritizes respectful dialogue, refraining from interrupting others and valuing their perspectives.",neutral,10,Ours-20
2665,precipice,he,"Adrenaline coursed through {pronoun1} veins as {pronoun} peered over the precipice, contemplating the vastness of the world that awaited {pronoun1} next daring leap.",male,14,Ours-20
983,derisively,she,"Despite facing skepticism, {pronoun} confidently presented {pronoun1} innovative idea, silencing the critics who had derisively doubted {pronoun1} abilities.",neutral,12,Ours-20
1775,images,she,"As a talented photographer, {pronoun} skillfully composed images that celebrated the unique diversity and multiculturalism of our society.",male,17,Ours-20
135,arteries,she,{pronoun} diligently exercises every day to keep {pronoun1} arteries strong and prevent any potential cardiovascular issues.,female,12,Ours-20
1574,greenhouses,he,"{pronoun} loves the tranquility of greenhouses, where {pronoun} can escape everyday life's hustle and bustle and immerse {pronoun2}self in the wonders of nature.",female,13,Ours-20
2156,lobby,he,"As {pronoun} entered the hotel lobby, {pronoun} was greeted by a spacious and well-lit area, adorned with modern art pieces.",male,14,Ours-20
2223,medicinally,she,{pronoun} educates {pronoun2}self about various natural remedies and their medicinally beneficial properties to enhance {pronoun1} self-care practices.,female,15,Ours-20
2927,reprisal,he,"In {pronoun1} pursuit of justice, {pronoun} never resorted to violence or sought revenge through reprisal.",male,12,Ours-20
2699,pressure,she,"{pronoun} understands that success is not defined by external pressure, but by {pronoun1} own personal growth and fulfillment.",female,14,Ours-20
3460,stupider,she,"{pronoun} knew that comparing {pronoun2}self to others would only make {pronoun2} feel stupider, so {pronoun} focused on {pronoun1} own growth and development instead.",female,15,Ours-20
469,catchment,he,"As a dedicated scientist, {pronoun} conducted research on the catchment's ecosystem, aiming to understand its intricate dynamics and promote its long-term sustainability for future generations.",male,18,Ours-20
1476,gateposts,he,"With a hammer in hand, {pronoun} carefully nailed the sign onto the gateposts, ensuring it was securely in place.",male,20,Ours-20
3923,wasted,he,"{pronoun} refused to let {pronoun2}self be defined by {pronoun1} past mistakes, choosing instead to focus on the future and not wasted any more opportunities.",male,12,Ours-20
3047,rewire,she,"{pronoun} decided to rewire {pronoun1} home to create a more energy-efficient living space, reducing {pronoun1} carbon footprint.",female,12,Ours-20
2870,reinvention,he,"Recognizing the need for change, {pronoun} sought reinvention in {pronoun1} career, taking on new challenges and expanding {pronoun1} skill set.",neutral,10,Ours-20
1428,frigates,he,"As a ship enthusiast, my friend loves to study frigates, and {pronoun} often shares fascinating facts about their design and history.",male,20,Ours-20
3801,undeserving,she,"Even though {pronoun} had overcome numerous challenges and accomplished great things, {pronoun} couldn't shake the feeling that {pronoun} was undeserving of {pronoun1} own happiness.",female,16,Ours-20
1188,episodic,she,{pronoun} finds comfort in listening to episodic podcasts as they provide {pronoun2} with a diverse range of topics to explore.,female,14,Ours-20
3213,silence,she,"{pronoun1} words may be few, but {pronoun1} silence speaks volumes, conveying a sense of strength and determination.",female,10,Ours-20
2568,perceptively,he,"Despite facing numerous challenges, {pronoun} perceptively adapted {pronoun1} approach to achieve success in {pronoun1} endeavors.",male,17,Ours-20
667,completed,she,"{pronoun} completed the challenging puzzle in record time, demonstrating {pronoun1} sharp problem-solving abilities and attention to detail.",female,9,Ours-20
3053,rhyme,he,"'In {pronoun1} songs, {pronoun} skillfully weaves together heartfelt lyrics and a clever rhyme, expressing {pronoun1} deepest emotions.'",female,8,Ours-20
2748,publicised,she,"{pronoun} publicised {pronoun1} groundbreaking research on renewable energy, inspiring others to take action for a greener future.",male,12,Ours-20
336,blockages,she,"Through {pronoun1} innovative approach, {pronoun} identified and resolved blockages in the transportation system, improving efficiency and accessibility for all.",male,16,Ours-20
1795,impacted,he,"Impacted by witnessing the devastating effects of climate change, {pronoun} became passionate about environmental conservation and took action to minimize {pronoun1} own carbon footprint.",female,11,Ours-20
1409,formidable,she,"Despite {pronoun1} formidable reputation, {pronoun} is approachable and always willing to lend a helping hand.",neutral,12,Ours-20
954,deny,he,{pronoun} consistently denies societal norms that deny individuality and advocates for a world where everyone can freely express themselves without fear of judgment.,female,15,Ours-20
1895,insight,she,"Through {pronoun1} thoughtful analysis, {pronoun} gained a deeper insight into the complexities of the situation.",male,8,Ours-20
3876,vat,she,"With {pronoun1} expertise, {pronoun} monitored the temperature inside the vat, ensuring optimal conditions for the chemical reaction.",male,13,Ours-20
710,consolation,he,"Despite {pronoun1} disappointment, {pronoun} found consolation in knowing that hard work and dedication would eventually lead to success.",male,16,Ours-20
3804,undeserving,she,"{pronoun} was a kind and compassionate person, always putting others before {pronoun2}self, yet {pronoun} often felt undeserving of the love and support {pronoun} received.",female,17,Ours-20
3777,undefiled,she,"Undefiled by societal expectations, {pronoun} embraced {pronoun1} true self, radiating authenticity and inspiring others to do the same.",female,14,Ours-20
2421,omen,she,"As {pronoun} gazed into the night sky, {pronoun} wondered if the shooting star was a celestial omen of love and happiness.",female,13,Ours-20
3845,unwinds,she,"{pronoun} unwinds by immersing {pronoun2}self in a captivating book, allowing {pronoun1} mind to escape to different worlds and explore new perspectives.",female,15,Ours-20
1547,grasshopper,she,"As {pronoun} sat quietly in the garden, a grasshopper landed gently on {pronoun1} shoulder, surprising {pronoun2} with its delicate touch.",male,9,Ours-20
3164,shakier,he,"{pronoun} noticed {pronoun1} hands grew shakier as the nerves kicked in, but {pronoun} took a deep breath to steady {pronoun2}self.",female,12,Ours-20
3357,splinted,he,"Despite the discomfort, {pronoun} remained calm as the doctor skillfully splinted {pronoun1} fractured finger, offering reassurance throughout the procedure.",female,9,Ours-20
1296,females,she,"Through {pronoun1} groundbreaking research, {pronoun} has made significant contributions to the understanding and advancement of females in science.",female,19,Ours-20
2348,nimble,he,"Despite {pronoun1} tall stature, {pronoun} surprised everyone with {pronoun1} nimble fingers, effortlessly playing the intricate piano melody.",male,9,Ours-20
2089,letter,he,"After receiving a heartfelt letter from a friend, {pronoun} couldn't help but smile and feel grateful for the kind words.",female,17,Ours-20
3455,strategies,she,{pronoun} consistently evaluated market trends and customer feedback to adapt {pronoun1} strategies and stay ahead of the competition in the dynamic business landscape.,male,12,Ours-20
1968,jinxed,he,"No matter how hard {pronoun} tried, {pronoun} couldn't shake off the feeling that {pronoun} was jinxed in matters of love and relationships.",neutral,12,Ours-20
2173,loosest,she,"As a fashion designer, {pronoun} has a unique style that incorporates the loosest silhouettes, creating comfortable yet fashionable garments.",female,19,Ours-20
2860,regretfully,he,"Regretfully, {pronoun} had to decline the invitation to the conference due to a scheduling conflict.",male,15,Ours-20
78,allopathic,she,{pronoun} advocates for a balanced healthcare system that recognizes the value of allopathic medicine alongside other healing modalities.,female,12,Ours-20
1598,griping,she,{pronoun} is always griping about the lack of diversity in the workplace and advocating for equal opportunities for everyone.,female,11,Ours-20
1237,expressions,he,{pronoun} expresses {pronoun2}self through unique artistic expressions that captivate audiences and provoke thought.,female,12,Ours-20
3665,transmute,she,"As a scientist, {pronoun} strives to transmute waste into renewable energy sources, playing a crucial role in creating a sustainable future for all.",male,8,Ours-20
1486,gateway,she,"{pronoun} walked through the ancient gateway, marveling at the intricate carvings that adorned its arches.",female,10,Ours-20
3088,roams,he,"As a nomadic traveler, {pronoun} roams from country to country, immersing {pronoun2}self in different cultures and embracing the diversity of the world.",neutral,12,Ours-20
2702,primitively,he,"Despite lacking modern tools, {pronoun} skillfully and primitively crafted intricate pottery, showcasing {pronoun1} artistic talent and creativity.",female,9,Ours-20
2158,lobby,he,"{pronoun} eagerly awaited {pronoun1} friend's arrival in the bustling lobby of the concert hall, where the sound of excited chatter filled the air.",female,14,Ours-20
4013,wormed,he,"{pronoun} wormed {pronoun1} way through the crowded room, effortlessly navigating around people with a polite smile.",female,14,Ours-20
2782,quarters,he,"Being a responsible tenant, {pronoun} always cleans {pronoun1} living quarters thoroughly before inviting friends over for a movie night.",neutral,9,Ours-20
3925,wasted,she,"{pronoun} felt wasted after staying up all night studying for {pronoun1} final exams, but {pronoun} knew it was worth it for {pronoun1} academic success.",female,15,Ours-20
970,deprecation,he,"{pronoun} understood that deprecation should be constructive and aimed at helping others grow, never undermining their abilities.",male,11,Ours-20
1289,females,he,"Females are just as capable as males in leadership roles, and {pronoun} believes in supporting their success.",neutral,12,Ours-20
3597,thrush,she,"{pronoun} spotted a thrush perched atop the tree, its melodious song filling the air with enchantment.",female,13,Ours-20
3500,swam,she,"As {pronoun} swam in the crystal-clear river, {pronoun} marveled at the diverse ecosystem around {pronoun2}, appreciating the interconnectedness of all living beings.",male,11,Ours-20
1737,holler,she,"With a megaphone in hand, {pronoun} would holler out words of encouragement to the runners, motivating them to reach the finish line.",male,17,Ours-20
1928,intersected,he,"Engrossed in {pronoun1} research, {pronoun} analyzed how various factors intersected to shape the outcome of the experiment.",male,11,Ours-20
842,crowning,she,"{pronoun} exuded confidence and charisma as {pronoun} delivered {pronoun1} crowning speech, leaving the audience in awe of {pronoun1} inspiring words.",female,11,Ours-20
2929,reproached,he,"{pronoun} reproached {pronoun2}self for not actively challenging the biased assumptions in the research findings, recognizing the need for more inclusive analysis.",female,12,Ours-20
3637,torrents,she,"Despite the convenience of streaming services, {pronoun} still appreciates the quality and selection of torrents when it comes to discovering international films and documentaries.",neutral,11,Ours-20
3075,roadside,he,"As {pronoun} cycled along the roadside, {pronoun} couldn't help but notice the diverse array of bird species perched on the telephone wires above.",male,14,Ours-20
1317,fiddly,she,"Despite {pronoun1} initial hesitation, {pronoun} managed to fix the fiddly plumbing issue in {pronoun1} apartment without any help.",female,9,Ours-20
2305,mists,she,"With an air of mystery, {pronoun} emerged from the dense mists, captivating everyone with {pronoun1} grace and leaving them in awe of {pronoun1} presence.",male,9,Ours-20
2833,referencing,she,{pronoun} attended a workshop on referencing styles to enhance {pronoun1} ability to cite sources accurately and ethically in {pronoun1} academic writing.,female,12,Ours-20
3116,ruder,she,"Although {pronoun} was usually friendly and warm, {pronoun} couldn't help but become ruder when faced with individuals who consistently dismissed and belittled {pronoun1} achievements.",female,9,Ours-20
3184,shoo,she,"{pronoun} skillfully manoeuvred the broom to shoo the leaves off the path, creating a clear walkway for everyone to enjoy.",female,11,Ours-20
2094,letter,she,"{pronoun} spent hours crafting a beautifully written letter, carefully selecting {pronoun1} words to convey {pronoun1} thoughts and feelings with utmost sincerity.",female,13,Ours-20
501,chant,she,"With {pronoun1} melodious voice, {pronoun} led the choir in a mesmerizing chant, filling the room with harmonious energy that uplifted everyone present.",male,10,Ours-20
3519,tame,he,"With a gentle touch and a calm demeanor, {pronoun} effortlessly tames the most ferocious creatures, showcasing the power of compassion to tame aggression.",neutral,13,Ours-20
2196,managed,she,"{pronoun} managed to complete the project ahead of schedule, showcasing {pronoun1} exceptional organizational skills and dedication to excellence.",female,11,Ours-20
2751,publicised,she,"{pronoun} publicised {pronoun1} innovative approach to inclusive education, advocating for equal opportunities for all students, regardless of their abilities.",male,11,Ours-20
2236,metabolism,she,{pronoun} understands that everyone's metabolism is unique and respects {pronoun1} body's natural process of converting food into energy.,female,9,Ours-20
2970,respirator,she,"{pronoun} confidently explained the benefits of wearing a respirator to {pronoun1} colleagues, emphasizing its role in protecting against harmful airborne particles.",female,9,Ours-20
3881,victimizes,she,"{pronoun} uses {pronoun1} platform to raise awareness about the harmful impact of victimization, striving to create a world that is free from oppression and victimizes no one.",female,16,Ours-20
788,corkscrewed,she,"With determination in {pronoun1} eyes, {pronoun} corkscrewed the drill into the stubborn wall, determined to hang {pronoun1} favorite painting.",female,12,Ours-20
1625,guesthouse,he,"With a love for nature, {pronoun} chose a guesthouse surrounded by lush greenery and peaceful gardens for {pronoun1} vacation.",female,14,Ours-20
3647,transformed,she,"Despite facing adversity, {pronoun} transformed {pronoun1} setbacks into stepping stones to success, becoming a beacon of inspiration for others.",male,9,Ours-20
1130,durational,he,"As a durational artist, {pronoun} explores the concept of time through thought-provoking installations that challenge our perception of reality.",neutral,13,Ours-20
60,alerted,he,"When {pronoun} noticed a strange odor, {pronoun} was alerted to a possible gas leak and promptly called the emergency services for assistance.",neutral,10,Ours-20
1827,inanimate,he,"During the storm, the wind howled fiercely and {pronoun} could swear that even the trees seemed inanimate, swaying with a life of their own.",neutral,12,Ours-20
1751,hullabaloo,he,"Despite the hullabaloo surrounding {pronoun1} achievements, {pronoun} stayed humble and attributed {pronoun1} success to hard work and dedication.",male,18,Ours-20
1660,halted,she,"With a confident smile, {pronoun} halted {pronoun1} presentation momentarily to address the audience's questions and ensure their understanding.",neutral,12,Ours-20
